카페 번호,카페 이름,도로명 주소,Lat,Lon,URL
1531114021,런디드오프,전남 목포시 호남로64번길 28-1 2층,34.7918382999999,126.3845883,https://m.place.naver.com/restaurant/1531114021/home
16764370,씨엘비베이커리,전남 목포시 영산로75번길 14 1층,34.7903881,126.3845343,https://m.place.naver.com/restaurant/16764370/home
16764370,씨엘비베이커리,전남 목포시 영산로75번길 14 1층,34.7903881,126.3845343,https://m.place.naver.com/restaurant/16764370/home
1221239040,코롬방제과점,전남 목포시 영산로75번길 7,34.7898523,126.3844179,https://m.place.naver.com/restaurant/1221239040/home
1577501181,페어링,전남 목포시 미항로 139,34.7971389,126.4352096,https://m.place.naver.com/restaurant/1577501181/home
1416812341,SUKSAN,전남 목포시 고하대로 588,34.8053571,126.3841596,https://m.place.naver.com/restaurant/1416812341/home
1484544973,커피창고로,전남 목포시 평화로 51,34.7956762,126.4306536,https://m.place.naver.com/restaurant/1484544973/home
1086957001,라니카이,"전남 목포시 북항로 188 106~9호 3, 4층",34.8049877,126.3659133,https://m.place.naver.com/restaurant/1086957001/home
1272287731,요굴뚝,전남 목포시 연산백련로7번길 8-4 1층 101호,34.8168552,126.391857,https://m.place.naver.com/restaurant/1272287731/home
1338668703,카페델마르,전남 목포시 해양대학로 77 3층,34.7888978,126.3661562,https://m.place.naver.com/restaurant/1338668703/home
1779831903,대반동201,전남 목포시 해양대학로 59 유달유원지 2층,34.7874598,126.3674014,https://m.place.naver.com/restaurant/1779831903/home
1154216296,카페지제이,전남 목포시 해양대학로 20 1층,34.7855059,126.3704405,https://m.place.naver.com/restaurant/1154216296/home
1757446204,테라스201,전남 목포시 해양대학로 70-1 테라스201,34.7888174,126.3673225,https://m.place.naver.com/restaurant/1757446204/home
1672332203,SONGJART,전남 목포시 해안로173번길 15-3 송자르트 베이커리 카페 & 레스토랑,34.7841833,126.3822653,https://m.place.naver.com/restaurant/1672332203/home
1256278263,가비1935,전남 목포시 영산로 18,34.7866308,126.3806943,https://m.place.naver.com/restaurant/1256278263/home
1737058016,오무아,전남 목포시 해안로148번길 23 1층,34.7818202,126.3830456,https://m.place.naver.com/restaurant/1737058016/home
1086685070,인디파사드,전남 목포시 영산로29번길 9-2,34.7875563,126.3813174,https://m.place.naver.com/restaurant/1086685070/home
1124514954,커피창고로,전남 목포시 청호로219번길 34-15 북항씨푸드타운 2차 102호,34.8079119,126.3656176,https://m.place.naver.com/restaurant/1124514954/home
1766620743,인스파이어링 커피,전남 목포시 호남로64번길 22-1,34.7923274,126.3847675,https://m.place.naver.com/restaurant/1766620743/home
1531114021,런디드오프,전남 목포시 호남로64번길 28-1 2층,34.7918382999999,126.3845883,https://m.place.naver.com/restaurant/1531114021/home
498689822,스트로베리팩토리,전남 목포시 교육로 38 백상빌딩,34.8007753,126.4218451,https://m.place.naver.com/restaurant/498689822/home
1170918272,나리옥,전남 목포시 해안로 2-1 2층,34.7854399,126.3687307,https://m.place.naver.com/restaurant/1170918272/home
1929334949,목포딸기모찌 본점,전남 목포시 번영로 167 1층,34.8112712,126.4196218,https://m.place.naver.com/restaurant/1929334949/home
1585216592,데니스커피 목포노을공원점,"전남 목포시 청호로219번길 34-15 북항 씨푸드타운 2차 C101,201호",34.8079119,126.3656176,https://m.place.naver.com/restaurant/1585216592/home
1876232900,spatial cafe,전남 목포시 청호로 179-1,34.8064466,126.3727042,https://m.place.naver.com/restaurant/1876232900/home
1305193977,오거리숭커피,전남 목포시 해안로249번길 38-1,34.7890381,126.3857507,https://m.place.naver.com/restaurant/1305193977/home
1271607839,씨엘비베이커리 2호점,전남 목포시 영산로75번길 14-1 1층,34.7904698,126.3845263,https://m.place.naver.com/restaurant/1271607839/home
419927842,룰리스x아흐레,전남 목포시 미항로 97,34.7952692,126.4312983,https://m.place.naver.com/restaurant/419927842/home
1687774488,무가보,전남 목포시 영산로 19-1 2층,34.7870554,126.3811106,https://m.place.naver.com/restaurant/1687774488/home
1345452100,하이디저트,전남 목포시 원산중앙로 51 127호(지도에 온고을명가 입력-> 바로 맞은편 위치),34.8098165,126.377284,https://m.place.naver.com/restaurant/1345452100/home
1099584939,차오르다,전남 목포시 미항로 141,34.7972348,126.4354104,https://m.place.naver.com/restaurant/1099584939/home
1725446516,유달유업,전남 목포시 북항로 119,34.8010924,126.3716097,https://m.place.naver.com/restaurant/1725446516/home
1361289728,유달동의로망스,전남 목포시 번화로 19 1층,34.7862359,126.3815572,https://m.place.naver.com/restaurant/1361289728/home
1745357014,버터피크닉,전남 목포시 하당로68번길 10-1 버터피크닉,34.7992122,126.4194941,https://m.place.naver.com/restaurant/1745357014/home
15018549,행복이가득한집카페,전남 목포시 해안로165번길 45,34.7862652,126.3811453,https://m.place.naver.com/restaurant/15018549/home
1134675621,온스,전남 목포시 미항로 145 온스카페,34.7974381,126.4358357,https://m.place.naver.com/restaurant/1134675621/home
