cafeNumber,nickName,nameImg,date,revisit,reviewImg
1256278263,HERA785,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 5월 27일 월요일,울산에서 여행와서 방문했어요^^,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA1MjdfMTgx%2FMDAxNzE2Nzc4ODkxNzU1.ZPyffgTws-AsK7Nv_JMqqCgEAnqPKn3GNyMfRuwhE-wg.MxkhyZP7Juku3iYz7jEyE_fsGhJD3GTmu-OvajLYiPgg.JPEG%2F49107D9D-3A3E-417C-9C08-D5998A7BDB29.jpeg%3Ftype%3Dw1500_60_sharpen
1256278263,최용석30,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w250&src=https%3A%2F%2Fphinf.pstatic.net%2Fcontact%2F20210305_257%2F1614907045112Krtkv_JPEG%2Fimage.jpg,2024년 5월 26일 일요일,"커피맛도 진하고, 쑥라떼는 달콤하면서 맛있어요😋
아이랑 같이오기에도 좋아요😆
",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA1MjZfMjcz%2FMDAxNzE2NzE5NDUyNTI4.cg7v_CnNHLN5_m_XrEmSMihjafVXu7vrBmIo-fXacYMg.Lsoa9ZZmxMV30w43c0QvfI0CgZ2hrr0-x3mlP0BNsksg.JPEG%2F20240526_192945.jpg.jpg%3Ftype%3Dw1500_60_sharpen
1256278263,ehk,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 5월 26일 일요일,"음료랑 커피 맛있어요 자주 오는데 오늘도 맛있네요
",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x480&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA1MjZfMTU5%2FMDAxNzE2NzAyNzYyMTcw.Oz-fePFD3_8_b7DTWl5NfF-1upR5vFbxsMFjIbbLG0Eg.UcAU2DnyB96pYD3tRS_xD25igdHvUTjdRIFs5DUGTOMg.JPEG%2F0D622444-6C2E-4AE2-A8FA-B05CF2A25C1D.jpeg%3Ftype%3Dw1500_60_sharpen
1256278263,쏘2930,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 5월 25일 토요일,"분위기 좋고 한적하니 대화하기 좋아요
스콘 추천 !! 맛집이예영👍👍😋",
1256278263,플레이스 리뷰어,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 5월 24일 금요일,"분위기도 따뜻하고 너무 좋네용~!!!!

",
1256278263,sop,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 5월 19일 일요일,"빙수 얼음이 콩고물우유얼음이라 너무 맛있어요!!!
",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA1MTlfMjcw%2FMDAxNzE2MTA4MDM2MTI2.BkOTvShX24EPp2hNAwE2ow0yizmEGBnskG6wwNmBBCQg.7QjsFxqbdGSBFAufz1gCsXptAJPNzCaLrZkZuSpYvzEg.JPEG%2FA8FEA55F-FF4B-4B94-8F4C-6760BE9ECA78.jpeg%3Ftype%3Dw1500_60_sharpen
1256278263,linea,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w250&src=https%3A%2F%2Fphinf.pstatic.net%2Fcontact%2Fprofile%2Fblog%2F22%2F30%2Fheuiweon.jpg,2024년 5월 19일 일요일,너무 맛있어요!!!!미숫가루 맛이 나는데 최고입니다. ,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA1MTlfMTEg%2FMDAxNzE2MDk2MTE0NjUw.IMesj4DxJbnvoT-vB7ud1UGQpMipTZG2OBgk5krD7zkg.0Qq-N7pXh6onIwXg_8OBNT3ubDOLMwy8AtIc0moRiWMg.JPEG%2FB347D359-FBA3-4598-8739-4BDEF5C4FDA0.jpeg%3Ftype%3Dw1500_60_sharpen
1256278263,24croquis,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 5월 19일 일요일,대박 맛집 양갱빙수 레전드!!!!,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA1MTlfOTMg%2FMDAxNzE2MDkyOTEyODIx.Fyo-fV873kQ_PxtfdYBHg8Kh2OQNEDyEt0eOd3luqMYg.VMdahkiV8WIVZ5cHb0iTrKp72dJze80S0wvu-Gir16gg.JPEG%2F20240519_132807.jpg.jpg%3Ftype%3Dw1500_60_sharpen
1256278263,jun,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 5월 18일 토요일,카페가 귀엽고 이층 뷰가 멋져요,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA1MThfMTM3%2FMDAxNzE2MDI5NTM4MDA2.Gval7nEZX5QHZZotnitRYUdgHpwYs4JFgO57lfOyCZog.sCK0-BlhWvWlv66PtpPxMBzqbG5cY_7VpGM2H8Nqy-sg.JPEG%2F20240518_194412.jpg.jpg%3Ftype%3Dw1500_60_sharpen
1256278263,마크툽80,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 5월 17일 금요일,2층에 올라가니.뷰가 좋았어요 통창으로 노적봉과 거리가 다 보여서 좋더라구요 양갱빙수가 있길래 주문했는데 얼음이 인절미콩가루맛이라 더 특색있고 맛있었어요 양갱도 팥도 달지 않고 맛났고 특히 인절미 떡이 부드럽고 말랑말랑해서 아주 좋았습니다 커피는 산도도 강하지 않고 부드러운 아주 맛난 아아였어요 ,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA1MjBfMzAw%2FMDAxNzE2MTY3Njc2NTkz.gSNzRs9T8WeBGJc5RnA4BT1zBTMnYcC6rjW1ywO9d1Qg.OnWGb7ZuN7G52f5DsNmfiNHJwOxUcvK6lk6RldVcfoQg.JPEG%2F20240517_151610.jpg.jpg%3Ftype%3Dw1500_60_sharpen
