cafeNumber,nickName,nameImg,date,revisit,reviewImg
1256278263,miaow83,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 4월 13일 토요일,쑥라떼랑 밀크티 양도많고 진짜 맛있어요! 기본스킨도 설탕박혀있어서 맛있습니다,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x480&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA0MTNfNzUg%2FMDAxNzEyOTc3NTE2MjU5.3RKrGNCI9ZQCBYgBIndENVaG4cUVyiYs621SFcYbpwMg.Rau1KEZWQqAvYEdxQmi7QGpA194UG0b-bCdqmc4xxGsg.JPEG%2F20240413_111748.jpg.jpg%3Ftype%3Dw1500_60_sharpen
1256278263,Shoo213,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w250&src=https%3A%2F%2Fphinf.pstatic.net%2Fcontact%2F20170923_292%2F1506140727990bGU96_JPEG%2FIMG_2619.JPG,2024년 4월 12일 금요일,"사장님 친절하시고 인테리어도 아기자기♥
커피랑 디저트 맛있어요!!!🙂",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x480&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA0MTJfMTcx%2FMDAxNzEyODkzMzA5NzA2.W9SGUhe51Q2ObUK9Lvma4pMLap0F3Hhr6KpX-z9PthYg.wrerEYtbDmonHPycaJgmwX6j7j-RCHkQJpEDsPCiMOwg.JPEG%2FB9C81AA0-F1BB-49C7-899D-BFD9C96798F3.jpeg%3Ftype%3Dw1500_60_sharpen
1256278263,D영,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w250&src=https%3A%2F%2Fphinf.pstatic.net%2Fcontact%2F20210501_76%2F1619855506089aVS1y_PNG%2F_.png,2024년 4월 11일 목요일,가게 내부도 예쁘고 음료 디저트도 맛있어요💖,
1256278263,mjzzzzz,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w250&src=https%3A%2F%2Fphinf.pstatic.net%2Fcontact%2F20220113_277%2F1642000278535zWHal_JPEG%2FKakaoTalk_20220110_125617810.jpg,2024년 4월 8일 월요일,메뉴도많고인테리어도이쁘고맛이써요,
1256278263,lin,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 4월 8일 월요일,커피맛집 최애커피 또 또 또 간집,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA0MDhfMTgy%2FMDAxNzEyNTQ2OTYyOTY4.L0qEyDOWQJkLH0pguUJwtp20eIA-SoH87-14xLK0Ai8g.HwwLGl55vE4IE81AZmDBR5FlcDKM3-siWVc0dMzgjAwg.JPEG%2F636510BF-3183-4130-9214-A57545B360DE.jpeg%3Ftype%3Dw1500_60_sharpen
1256278263,좋은소식87,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 4월 7일 일요일,음료도 맛있고 뷰도 좋아요^^,
1256278263,오예슬6569,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 4월 7일 일요일,"커피, 티라미수 다 너무 맛있고 분위기도 좋아용!",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x600&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA0MDdfMjU1%2FMDAxNzEyNDcxMzQwMzUw.m2m1mjU6jFs2HIdzIpwaLHEDox4UKfhe5k5jLlCAiCIg.pX7p2BrpRUdOeKZq2zmPPkZu2A65LEfBE-XMXK_EeKcg.JPEG%2FIMG_0005.jpeg%3Ftype%3Dw1500_60_sharpen
1256278263,하루9292,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 4월 7일 일요일,처음 방문하는데 따뜻한 분위기 좋아요~!! ^^,
1256278263,퓨퓨익,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w250&src=https%3A%2F%2Fphinf.pstatic.net%2Fcontact%2F20211119_148%2F16373094842334GojV_PNG%2Favatar_profile.png,2024년 4월 3일 수요일,분위기 좋구 시그니처 음료 맛잇우용!!,
1256278263,ayoji1356,https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png,2024년 3월 31일 일요일,커피가 깔끔하고 맛있어요!!  추천추천합니다!!,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f&size=480x480&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDAzMzFfMyAg%2FMDAxNzExODg1Mzc1NDkw.t0siO9xhNn0G64NeSWNKo5SZy3vK1XY9RzF6nZQ7l2gg.0xsxacfftfF_wFYFLLtESzoDFXZSwBjuPLoGMJQKFVcg.JPEG%2F20240331_204205.jpg.jpg%3Ftype%3Dw1500_60_sharpen
